Restaurant Name,Dining Rating,Delivery Rating,Dining Votes,Delivery Votes,Cuisine ,Place Name,City,Item Name,Best Seller,Votes,Prices
McDonald's,3.6,4.0,264,0,Desserts,MG Road, Kochi,McChicken Burger + Fries (L),,12,222.86
The Kalika Hut,3.5,3.7,12,0,Fast Food,Hazratganj, Lucknow,Fauji Mutton Curry,,0,499.0
Taste Of Turkey,,4.3,0,258,Kebab,George Town, Chennai,Chicken Tikka Kebab,,0,169.0
Real Arabia,4.0,3.5,291,0,Juices,Palarivattom, Kochi,Garlic chicken Boneless,,0,362.5
Day 'N' Night,3.5,3.7,384,0,Street Food,Navrangpura, Ahmedabad,Cheese Jam Sandwich [3 Slices],,0,149.0
Hari Super Sandwich,3.8,3.8,1,304,Street Food,Seshadripuram, Bangalore,Special Burger Combo,,0,275.0
Faasos - Wraps & Rolls,,4.0,0,0,Rolls,Abids, Hyderabad,Teekha Chaska French Fries,,0,119.0
Kanha,3.8,4.2,872,0,Desserts,C Scheme, Jaipur,Laccha Rabri,,133,110.0
Marky Momos,3.1,4.1,16,0,Beverages,C Scheme, Jaipur,Orange Pineapple,,0,351.27
Agarwal Caterers,3.6,4.3,54,0,Fast Food,Shastri Nagar, Jaipur,Desi Ghee Mix 500 Gram,,0,214.28
The Good Bowl,,3.9,0,912,Italian,Wadala, Mumbai,Mughlai Falafel Rice Bowl,BESTSELLER,0,269.0
Surabhi Grand,3.7,4.0,434,0,Beverages,Amberpet, Hyderabad,Dal Tomato,,0,290.0
Vaishnav Dhaba,,3.9,0,0,South Indian,Gopalpura, Jaipur,Crispy Fry Mashroom,,0,270.0
Anju Sweets,4.3,3.8,711,0,Desserts,Inderlok, New Delhi,Singapore Noodles with Pav Bhaji and Coke [750 ml],,10,300.0
FreshMenu,,3.9,0,0,Chinese,Richmond Road, Bangalore,The Coach,,0,199.0
Late Night Biryani,,3.4,0,0,North Indian,Saroor Nagar, Hyderabad,Egg Fried Rice,,5,140.0
Roy Dhaba,3.2,3.9,11,0,Pizza,Picnic Garden, Kolkata,Salted Lassi,,0,70.0
Chawla's Restaurant,4.1,4.0,411,0,Chinese,C Scheme, Jaipur,Chicken Haryali,,0,440.0
The Kati Roll Shop,4.2,4.0,422,0,Kebab,Gopalapuram, Chennai,Egg Cheese And Mayo Roll,BESTSELLER,7,165.0
Maiz Mexican Kitchen,,4.0,0,0,Salad,Lower Parel, Mumbai,Guac Bowl (Serves 3-4),,0,600.0
Cafe 17,4.6,4.1,259,0,Beverages,Ravipuram, Kochi,Potato wedges,,10,180.0
Jhakas Family Restaurant,,3.7,0,668,Sichuan,Wadala, Mumbai,Chicken Hunan Style,,0,370.0
Courtallam Border Rahmath Kadai,4.0,4.0,904,0,Biryani,T. Nagar, Chennai,Wheat Veg Kothu Parotta,,12,212.0
Choice Only Veg,4.1,4.2,148,0,Chinese,Fatima Nagar, Pune,Mushroom Schezwan Fried Rice,,0,175.0
The Garam Chulha,,4.1,0,878,Chinese,Aliganj, Lucknow,Honey Chilli Potato,,0,169.0
Chung Fa Restaurant,4.1,4.0,586,355,Fast Food,Mahanagar, Lucknow,Potato Hot Garlic Sauce,,0,310.0
Truffles,4.6,4.3,0,0,Desserts,St. Marks Road, Bangalore,Chicken Rocky Road Burger,,86,200.0
Shobhaa Only Veg,4.0,4.2,487,0,Beverages,Parel, Mumbai,Kaju Masala,,8,330.0
Goila Butter Chicken,,3.9,0,612,Rolls,Koramangala 6th Block, Bangalore,Goila Butter Chicken,BESTSELLER,20,460.0
MS Bakery & Sweets,,4.2,0,0,Pizza,Falaknuma, Hyderabad,Pineapple Pastry,,88,30.0
Choudhary Dhaba,3.4,3.9,427,0,Chinese,Khatipura Road, Jaipur,Paneer Butter Masala,BESTSELLER,145,169.0
Gelatica Gelato - Ice Cream,,3.9,0,203,Desserts,Narayanguda, Hyderabad,"Sugar Free French Vanilla Almond Praline Ice Cream ( Keto , Low carb , Low Calorie) (125 Grams)",CHEF'S SPECIAL,19,99.0
Tellicherry Kitchen,,3.8,0,0,Fast Food,Vennala, Kochi,Steamed Rice+Moru Curry+Beef Fry+Pickle,BESTSELLER,54,240.0
Havmor Havfunn Ice Cream,3.6,4.2,0,3,Desserts,Shahpur, Ahmedabad,"Kaju Draksh Ice Cream [1 Tub, 500 grams]",,0,329.0
Subway,3.1,4.1,310,0,Beverages,FC Road, Pune,Chicken Teriyaki Sandwich,BESTSELLER,46,266.67
Burger King,3.4,3.8,261,0,Beverages,The Pavillion, Pune,Lipton Ice Tea (Medium),Not on Pro,0,89.0
FreshMenu,,3.9,0,0,Chinese,Frazer Town, Bangalore,BBQ Grilled Chicken-Veggie Meal,,0,299.0
Domino's Pizza,3.1,4.0,814,0,Fast Food,C Scheme, Jaipur,Onion,,113,69.0
Karachi Bakery,,3.8,0,332,Fast Food,Nampally, Hyderabad,Butterscotch Cake,BESTSELLER,0,466.1
Neelkanth Sweets,4.2,4.3,779,0,Beverages,Gomti Nagar, Lucknow,Nariyal Barfi,,28,195.0
Balaji Fast Food,3.8,3.4,5,708,Street Food,Brahmpuri, Jaipur,Double Cheese Burger,,0,100.0
Maharaja Thalis,,3.9,0,0,Gujarati,Gurukul, Ahmedabad,Paneer Butter Masala [450 grams],,0,245.4
The Busy Beans,3.9,3.7,65,691,Burger,Raja Park, Jaipur,Blueberry Shake,,5,148.0
Sip 'N' Bite's,,3.7,1,0,Pizza,Dobson Road, Kolkata,Sweet N Sour Chicken [6 Pieces],,0,250.0
Gokul Refreshment,4.2,4.1,337,0,Beverages,Hill Road, Mumbai,Italian Pizza [7 inches],,0,230.0
Cups & Cones,4.1,4.0,70,0,Beverages,Vyttila, Kochi,Veg Afghani Malai Momos,,7,109.0
Sangeetha Veg Restaurant - Gandhi Irwin Road,3.8,4.1,236,0,Shake,Egmore, Chennai,2 Curd Vada,MUST TRY,47,105.0
Marky Momos,3.1,4.1,16,0,Beverages,C Scheme, Jaipur,Orange Pineapple,,0,351.27
Jassi De Parathe,4.3,4.3,0,0,Beverages,Vastrapur, Ahmedabad,Roti Makkhanwali.,,90,35.0
Hot N Spicy,,3.6,0,0,Sichuan,Worli, Mumbai,Chicken Cheese Garlic Noodles,,0,140.0
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,Taj Mahal Hotel, Hyderabad,Plain Cheese Sandwich,,0,125.0
Sandwich Express,,4.2,0,0,Beverages,Koregaon Park, Pune,Dry Fruit Milk Shake,,6,119.0
IBC (Indian Biryani Company),,3.7,0,888,Mughlai,Koramangala 5th Block, Bangalore,Chilli Mushroom [8 Pieces],,0,245.0
The Biryani Inc.,,4.1,0,0,Pizza,Kasba, Kolkata,Chicken Stew Combo,,0,248.0
Golden Joy,4.2,4.2,0,0,Pizza,Tangra, Kolkata,Mix Stew Rice,,7,250.0
A1 Ambur Briyani & Kababs,4.0,3.7,92,0,Chinese,Aminijikarai, Chennai,Beef Fried Rice (2) + Beef Manchurian,,0,499.0
Deva Food Mart,4.0,4.4,560,0,North Indian,Aliganj, Lucknow,Paneer Butter Masala with 4 Tawa Roti / 2 Laccha pratha Combo,,21,180.0
Mr. Brown - Danbro,,4.2,0,789,Coffee,Nirala Nagar, Lucknow,Veg. Pesto Wrap,,0,266.67
Bismillah Briyani & Fast Foods,3.9,3.8,176,0,Sichuan,Kolathur, Chennai,Veg Kadai with Raita,,0,200.0
Ovenstory Pizza,,4.1,0,0,Fast Food,Abids, Hyderabad,Gulab Jamun Ice Cream 100ML,,0,99.0
Al Baik Fast Food,3.7,4.0,18,0,Sichuan,Lal Darwaja, Ahmedabad,Chicken Shawarma Pizza,,32,220.0
The Chinese Wok,4.0,4.0,99,0,Sichuan,Kondhwa, Pune,Chicken In Roasted Chilli Garlic Sauce,,0,319.0
Keventers - Milkshakes & Desserts,3.3,4.3,2,760,Desserts,The Pavillion, Pune,Unicorn Candy Sundae,,0,249.0
Ovenfresh,4.4,4.3,0,0,Beverages,Dadar Shivaji Park, Mumbai,Pistachio Opera Cake [500 grams],,13,761.9
Hatari,3.8,4.2,43,166,Pizza,Bow Bazar, Kolkata,Vegetable Sweetcorn Soup,,0,220.0
Shree Marutinandan Kathiyawadi Restaurant,3.2,3.8,44,0,Beverages,Shivalik Yash, Ahmedabad,Mushroom Masala,,0,180.0
Dadar Social,4.3,4.0,244,193,Beverages,Dadar West, Mumbai,Baida Roti Chicken,,0,300.0
Namaste Chai,,3.9,0,590,Ice Cream,Porvorim, Goa,Clear Skin,,0,47.62
Talk Of The Town,4.1,4.2,0,0,Biryani,MI Road, Jaipur,Chilli Paneer Gravy,,0,389.0
Unlimited Pizza and Fast Food Corner,,3.9,0,56,Street Food,Amer Road, Jaipur,Peri peri spicy noodles,,0,80.0
Gajanand Pauva House,3.7,3.9,15,214,Shake,Navrangpura, Ahmedabad,Cheese Jam Maka Bun,,0,100.0
Subway,3.8,3.8,113,0,Beverages,Malakpet, Hyderabad,Mexican Bean Patty Salad,,0,278.0
Shree Marutinandan Kathiyawadi Restaurant,3.2,3.8,44,0,Beverages,Shivalik Yash, Ahmedabad,Veg Hakka Noodles,,5,145.0
Apoorva Delicacies,3.8,4.1,654,0,Beverages,Dadar Shivaji Park, Mumbai,Fruit Salad with Jelly,,0,210.0
Razakhiya Hotel,3.7,3.9,60,0,Sichuan,HBR Layout, Bangalore,Paneer Butter Masala,,0,220.0
Tipsy Restaurant,3.7,4.1,169,0,South Indian,Vidhyadhar Nagar, Jaipur,Mixed Vegetable Raita,,18,105.0
Momo I Am,4.4,4.3,0,0,Pizza,City Centre 1, Kolkata,Wok Tossed Shiitake Mushroom Noodles,,0,315.0
Mama Mia!,,4.4,0,0,Pizza,Entally, Kolkata,Vanilla & Chocolate Roll Ice Cream Cake Slice [140g],,25,169.0
Agarwal's Desi Khana Khazana,3.1,4.1,26,484,Rajasthani,Kilpauk, Chennai,Methi Malai Paneer,MUST TRY,0,380.0
Sheikh Shawarma,,3.7,3,220,Kerala,Kadavanthra, Kochi,Veg Biryani,,0,130.0
Agarwal Caterers,3.6,4.3,54,0,Fast Food,Shastri Nagar, Jaipur,Rasgulla,BESTSELLER,1334,71.43
Bikkgane Biryani,,3.8,0,0,Mughlai,Kothrud, Pune,Veg Biryani Combo,,0,449.0
Hotel Paramount,4.1,4.2,975,0,Beverages,Kilpauk, Chennai,Kadai Chicken,,6,260.0
The Momoz Hub,,4.0,0,183,Beverages,C Scheme, Jaipur,Snickers Superior,,0,252.0
If Pizza,4.2,4.2,122,0,Fast Food,Pandav Nagar, New Delhi,Vanilla Shake,,0,125.0
Third Wave Coffee,4.0,4.3,36,664,Pizza,Karve Nagar, Pune,Keto Salad ( Chicken),,5,300.0
The Bahubelly,3.4,3.8,98,0,Pizza,Kankurgachi, Kolkata,Veg Burger [3 Pieces],,0,359.0
Jalaram Parotha House,,3.9,0,174,North Indian,Naranpura, Ahmedabad,Veg Pulao Butter,BESTSELLER,0,100.0
Shah Ghouse Hotel & Restaurant,4.2,4.2,0,0,Desserts,Charminar, Hyderabad,Mutton Roast,,11,341.0
Little Italy,4.4,3.8,349,0,Pizza,Nungambakkam, Chennai,Pale Di Potato,,0,390.0
Neelkanth Sweets,4.2,4.3,779,0,Beverages,Gomti Nagar, Lucknow,Dahi Batashe [1 Plate],,9,120.0
Anand Bhajipav & Pulav Ankurwala,3.8,4.0,277,0,Street Food,Naranpura, Ahmedabad,Schezwan Paneer Fried Rice,,7,160.0
Chung Fa Restaurant,4.1,4.0,586,355,Fast Food,Mahanagar, Lucknow,Potato Hot Garlic Sauce,,0,310.0
Laziz Chicken Food Restaurant,4.0,3.8,335,0,Chinese,Jhotwara, Jaipur,Mutton Nihari,,11,245.0
Sip & Bite,4.0,3.7,226,0,Pizza,Civil Lines, Raipur,Chicken Hakka Noodles,BESTSELLER,28,199.0
Nisarga,3.4,4.1,137,0,Biryani,Basaveshwara Nagar, Bangalore,Veg Sweet Corn Soup,,0,125.0
Samriddhi Thali,,4.0,0,452,Pizza,Tatibandh, Raipur,Desi Style Veg Masala Fried Rice,,0,120.0
Gopi Bhog,3.7,3.6,10,0,Biryani,Bapunagar, Ahmedabad,Stuff Mixveg Tawa Paratha With Curd + Pickle,,0,238.0
Beijing Bites,3.8,3.8,385,0,Momos,Richmond Road, Bangalore,Chicken Coriander Soup,,0,185.0
Aromas Of Biryani,4.2,4.0,423,0,North Indian,Jayanagar, Bangalore,Chicken Red Chilly,,0,289.0
The Belgian Waffle Co.,3.9,4.3,1,0,Ice Cream,Attapur, Hyderabad,Signature Cold Coffee,,11,140.48
Sijis Pizza Street,3.8,4.1,41,0,Fast Food,Edappally, Kochi,Chicken Supreme Pizza [9 inches],,6,572.25
The Hazelnut Factory,4.3,4.4,780,0,Bakery,Nirala Nagar, Lucknow,Namkeen Cornflakes Mixture [300 grams],,6,187.5
Chops 'N' Woks,,,0,0,Beverages,Raja Park, Jaipur,Crunchy Paneer,,0,290.0
Prithvi Hotel,3.8,4.0,254,0,Desserts,Mani Nagar, Ahmedabad,Chicken Dum Biryani [650 grams] with Buttermilk,,20,375.0
Wendy's Burgers,,4.2,0,0,American,Shanti Nagar, Bangalore,Cheese Blast Railway Cutlet Burger,,0,198.0
Chowman,4.4,4.1,882,0,Beverages,Hatibagan, Kolkata,Wok Tossed Hakka Noodles Veg,BESTSELLER,118,195.0
Kwality Walls Frozen Dessert and Ice Cream Shop,,4.4,0,377,Desserts,Erandwane, Pune,Kulfi Cornetto [110 ml],Not eligible for coupons,0,65.0
P. Bhagat Tarachand,3.1,3.6,27,0,Beverages,Mani Nagar, Ahmedabad,Gobhi Methi Mutter,,0,225.0
Subway,3.7,4.2,181,0,Beverages,Theatre Road, Kolkata,Spinach'n Cheese Patty Sandwich,,0,212.38
McDonald's,3.6,4.0,264,0,Desserts,MG Road, Kochi,McSaver Masala McEgg,,0,75.24
Axis Juice,,4.2,0,0,Pizza,Devendra Nagar, Raipur,Crispy Corn,,144,200.0
Binge Box,,3.9,0,545,Pizza,Jawahar Nagar, Raipur,Coffee Frappe,,7,128.0
The Burger Cafe,,4.0,0,868,Shake,Perambur, Chennai,Paneer Roll [2 Pieces],,0,75.0
Choice Only Veg,4.1,4.2,148,0,Chinese,Fatima Nagar, Pune,Punjabi Paneer Kadai,,6,215.0
MOJO Pizza - 2X Toppings,,4.3,0,0,Beverages,Bund Garden Road, Pune,"VEG Regular 7"" Make Your Own Pizza",,0,275.0
Pizza Baker's,4.2,4.0,29,0,Pizza,Raja Park, Jaipur,Cheese & Onion Pizza Single [7 Inches],BESTSELLER,191,129.0
Juno's Pizza - Baking Fresh Since 1974,4.2,3.8,0,0,Beverages,Lower Parel, Mumbai,Cheese Chilli Garlic Bread,,12,179.0
Blue Nile,3.6,4.1,0,0,Beverages,Camp Area, Pune,Tandoori Fish Full Pomfret,,0,520.0
Sarvi Restaurant,4.2,4.0,0,0,Beverages,Banjara Hills, Hyderabad,Chilli Paneer Dry,,0,285.0
Basant Dhaba,3.0,3.9,142,0,Beverages,Gopalpura, Jaipur,Aloo Puri,BESTSELLER,17,150.0
Annamaya,4.3,4.1,187,952,Beverages,Byculla, Mumbai,Classic Manchurian Dry,BESTSELLER,20,270.0
Hira Sweets,,4.0,0,0,Mithai,Laxmi Nagar, New Delhi,Cham Cham [500 grams],,21,238.09
Shivam Classic,,,0,3,Beverages,Panaji, Goa,Veg Sandwich,,0,60.0
Burger Singh - Big Punjabi Burgers,3.8,4.2,11,210,Fast Food,Raja Park, Jaipur,3 Crispy Chicken Strips,,0,169.0
Mr. Brown - Danbro,,4.2,0,789,Coffee,Nirala Nagar, Lucknow,Corn Paneer Spinach Burgers,,0,146.67
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Kebab Wrap,,14,159.0
Hyderabadi Laziz,3.8,3.5,74,0,Hyderabadi,Karve Nagar, Pune,Iced Tea (300 ml),,0,130.0
Goofy's Pizza,,3.6,0,94,Pizza,Raja Park, Jaipur,Acchari payza pizza [7inch],CHEF'S SPECIAL,0,152.0
Toscano,4.7,4.1,891,0,Beverages,Nungambakkam, Chennai,Feast in a Box with PASTAS - NON VEG (Serves 2-3),Not eligible for coupons,0,1395.0
Slyce Pizza,,3.9,0,0,Fast Food,Lower Parel, Mumbai,Spicy Mutton Diavola,NEW,0,625.0
Lucky Multicuisine Restaurant,4.2,3.8,692,0,Mandi,Somajiguda, Hyderabad,Paneer Zafrani Tikka,,0,310.0
The Old Mirchi Biryani,,4.2,0,0,Desserts,Alwarpet, Chennai,Phulka (2pcs),,17,54.0
Subway,3.1,4.1,310,0,Beverages,FC Road, Pune,Chicken Teriyaki Sandwich,BESTSELLER,46,266.67
Cafe 17,4.6,4.1,259,0,Beverages,Ravipuram, Kochi,Fish & chips,BESTSELLER,9,390.0
McDonald's,3.6,4.2,2,0,Beverages,Shaniwar Peth, Pune,McSaver Corn & Cheese Burger Meal,,17,299.04
Radhey Lal Sweets,3.4,4.1,261,0,Chinese,Aliganj, Lucknow,Besan Sev,,0,174.13
The Pizza Unlimited,3.4,4.0,550,0,Street Food,Pink City, Jaipur,Chatpata Paneer Pizza,BESTSELLER,217,280.0
Marky Momos,3.1,4.1,16,0,Beverages,C Scheme, Jaipur,Mutton Momos Platter,,0,878.17
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,Charminar, Hyderabad,Kesar Milkshake,,0,120.0
Bikkgane Biryani,,3.8,0,0,Mughlai,Kothrud, Pune,Andhra Chicken Fry,,10,209.0
Third Wave Coffee,4.0,4.3,36,664,Pizza,Karve Nagar, Pune,Keto Salad ( Chicken),,5,300.0
Pizza Bites,3.5,3.9,7,0,Fast Food,Sodala, Jaipur,Paradise Pizza,BESTSELLER,108,340.0
The Yellow House - The Robot Restaurant,3.9,3.3,0,0,Beverages,C Scheme, Jaipur,Mushroom Masala,,0,285.0
Sip & Bite,3.5,3.8,14,175,Beverages,Malakpet, Hyderabad,Cold Coffee With Ice Cream,BESTSELLER,0,150.0
Nisarga,3.4,4.1,137,0,Biryani,Basaveshwara Nagar, Bangalore,Fish Curry,,0,212.5
Edabba,,3.9,0,0,Pizza,Esplanade, Kolkata,Veg Manchurian Thali,BESTSELLER,70,215.0
Iscon Thal,4.0,3.9,444,0,Gujarati,Satellite, Ahmedabad,Gulab Jamun (8 Pcs),,45,119.0
Mini Punjabi,4.0,3.7,69,0,Mughlai,Sodala, Jaipur,Mix Veg,MUST TRY,76,120.0
Meal Bowl,,4.0,0,0,Sichuan,Lower Parel, Mumbai,Dal Khichdi,BESTSELLER,17,199.0
Beijing Bites,3.8,3.8,385,0,Momos,Richmond Road, Bangalore,Chicken Coriander Soup,,0,185.0
Balaji Fast Food,3.8,3.4,5,708,Street Food,Brahmpuri, Jaipur,Mix Sauce Maggi,,0,80.0
La Pino'z Pizza,3.6,3.8,26,944,Fast Food,Kankurgachi, Kolkata,Super BBQ,,51,190.0
Bunk Class,4.0,3.7,211,0,Pizza,Amanaka, Raipur,Schezwan Fried Rice,,14,129.0
Rawat Mishthan Bhandar,,4.2,0,213,Street Food,Sindhi Camp, Jaipur,Khajur Dry Fruit,,0,294.0
Bikkgane Biryani,,3.8,0,0,Mughlai,Kothrud, Pune,Veg Biryani Combo,,0,449.0
Kannu Ki Chai,3.5,4.2,11,541,Coffee,FC Road, Pune,KKC Spl Herbal,,0,122.86
BOX8 - Desi Meals,,4.1,0,0,Beverages,Wadala, Mumbai,Tawa Paneer 500ml Family Pack [Dry],,0,348.0
Cafe 555 & Aqeeq Restaurant,4.2,4.1,0,0,Desserts,Masab Tank, Hyderabad,Ginger Fish,,0,230.0
1944 -The HOCCO Kitchen,4.3,4.3,0,0,Shake,Navrangpura, Ahmedabad,Butter Roti,,51,79.0
Ceylon Bake House,4.0,3.7,415,0,Rolls,Marine Drive, Kochi,3 Chappathi With Chicken Chilly Fry,,0,245.0
A2B - Adyar Ananda Bhavan,3.4,4.1,6,0,Beverages,Shanti Nagar, Bangalore,Assorted Sweets [250 Gms],,0,197.52
The House Of Momo's,4.3,3.6,35,0,Chinese,Mani Nagar, Ahmedabad,Assorted Steamed Butter Masala Momos [10 Pieces],,0,315.0
Cheers,4.1,4.3,458,0,Ice Cream,C G Road, Ahmedabad,Strawberry Thickshake,BESTSELLER,18,138.1
Lassi N Cafe,3.7,3.9,3,18,Beverages,Banaswadi, Bangalore,Lassi N Cafe Wrap,CHEF'S SPECIAL,0,165.0
Neelkanth Sweets,4.2,4.3,779,0,Beverages,Gomti Nagar, Lucknow,Nariyal Barfi,,28,195.0
Meat And Eat,3.0,3.7,77,0,Beverages,Royapettah, Chennai,Peri Peri Fries - Regular,,0,99.0
Anjappar,3.1,3.8,74,0,Beverages,Parrys, Chennai,Kadaai Paneer,,0,285.0
Fuel Up,4.0,4.2,102,0,Beverages,Khar, Mumbai,Tropical Pineapple Blend Smoothie,,0,270.0
Al Baik Fast Food,3.7,4.0,18,0,Sichuan,Lal Darwaja, Ahmedabad,Chicken Shawarma Pizza,,32,220.0
Buhari Vintage Hotel,3.5,4.1,101,0,Beverages,Kilpauk, Chennai,Hyderabadi Chicken,SPICY,0,320.0
La Milano Pizzeria,4.2,4.0,542,0,Fast Food,Ambavadi, Ahmedabad,Onion And Paneer Pizza,MUST TRY,90,129.0
Tapri By The Corner,4.2,3.7,179,0,Chinese,Koramangala 5th Block, Bangalore,Gobi Manchurian,,29,149.0
Veggie Corner,3.8,3.9,553,0,Pizza,Liluah, Kolkata,Deep Fried Momos [6 Pieces],,30,80.0
Anjappar,3.1,3.8,74,0,Beverages,Parrys, Chennai,Chicken Noodles,,0,275.0
Xero Degrees,,4.0,0,696,Pizza,Shankar Nagar, Raipur,Indiana Jones,,0,287.0
Natural Ice Cream,4.8,4.5,0,0,Beverages,Connaught Place, New Delhi,Choco Almond Ice Cream,,27,79.24
Pizza And Burger King,3.9,3.7,4,839,Beverages,Brahmpuri, Jaipur,"Farm Fresh Pizza [Small, 6 inches]",NEW,0,220.0
Balaji Santosh Family Dhaba,3.8,4.1,273,0,Beverages,Amberpet, Hyderabad,Palak Paneer,,35,290.0
Madhurima Veg,4.0,4.2,897,0,Beverages,Gomti Nagar, Lucknow,Pizza Onion Capsicum Tomato,,0,335.0
Piazza Pizza By Little Italy,3.7,3.4,26,163,Fast Food,Camp Area, Pune,Thin Crust Paneer Kalimiri Pizza 28 Cm,,0,279.0
Domino's Pizza,3.9,3.9,563,0,Fast Food,Entally, Kolkata,Fiery Sausage & Paprika,,0,249.0
SLAY Coffee,,3.9,0,0,Shake,Worli, Mumbai,Masala Paneer Tikka Wrap,,11,179.0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Kaju Chicken Curry,,0,319.0
Kanha,3.8,4.2,872,0,Desserts,C Scheme, Jaipur,Nimbu Masala [200 grams],Not eligible for coupons,5,47.14
Apoorva Delicacies,3.8,4.1,654,0,Beverages,Dadar Shivaji Park, Mumbai,Veg Kofta,,0,260.0
Alpine Restaurant & Banquet,3.9,4.1,473,0,Beverages,Ellis Bridge, Ahmedabad,Jeera Rice,,8,169.0
Nandini Deluxe,3.9,3.7,109,0,BBQ,Banaswadi, Bangalore,Kalmi Kabab [Full],,0,399.0
Uno Dos Tres,3.3,3.6,18,351,Pizza,Civil Lines, Raipur,Tacos Burger,,0,110.0
Hotel Hyderabadi,,3.8,0,469,Pizza,Mahaveer Nagar, Raipur,Boiled Egg [1 Egg],,5,20.0
Savoury Sea Shell,4.0,4.1,848,0,Sichuan,Thousand Lights, Chennai,Chicken Tikka Masala,,0,522.0
EatFit,,4.0,0,0,Beverages,Aminijikarai, Chennai,Poha,,40,139.0
Axis Juice,,4.2,0,0,Pizza,Devendra Nagar, Raipur,Veg Corn Palak Sandwich,,15,100.0
Sheikh Shawarma,,3.7,3,220,Kerala,Kadavanthra, Kochi,Veg Biryani,,0,130.0
Wat-a-Burger! - India ka Burger,3.8,4.0,71,0,Beverages,Hazratganj, Lucknow,Junglee Mutton Senior Burger,,15,259.0
Spice Village,4.2,3.8,108,0,Street Food,Gomti Nagar, Lucknow,Chilli Paneer Dry,,16,219.0
Papadams Blue,4.0,3.9,625,0,Desserts,Kothapet, Hyderabad,Dragon Chicken,,0,362.0
Wat-a-Burger! - India ka Burger,3.8,4.0,71,0,Beverages,Hazratganj, Lucknow,Party Pack For 2 Combo 4,Not eligible for coupons,0,699.0
HL Frankie,3.7,3.9,0,637,Beverages,Navrangpura, Ahmedabad,Peri Peri Fries,BESTSELLER,44,148.0
McDonald's,3.2,3.9,137,0,Fast Food,MPM Mall, Hyderabad,McSaver McSpicy Premium Chicken Meal,,27,385.0
Spice Village,4.2,3.8,108,0,Street Food,Gomti Nagar, Lucknow,Chicken Thukpa,,0,199.0
Wendy's Burgers,,4.1,0,0,Beverages,Abids, Hyderabad,Double Decker Chicken Burger (New),,6,365.0
Game Of Spices,4.3,3.7,88,0,Sichuan,Mansarovar, Jaipur,Chicken Roast Curry,,15,460.0
Capital Multi Cuisine Restaurant,2.7,3.7,32,428,Mughlai,Basheer Bagh, Hyderabad,Dum Ka Chicken,,0,220.0
Marky Momos,3.1,4.1,16,0,Beverages,C Scheme, Jaipur,Orange Pineapple,,0,351.27
Pawan Sweet & Bhojnalay,3.3,3.9,13,0,Chinese,Indira Nagar, Lucknow,Paneer Fried Rice,BESTSELLER,0,140.0
Andhra Gunpowder,,4.3,0,0,Hyderabadi,Seshadripuram, Bangalore,Sweet Lassi,,24,65.0
Alinea Restaurant & Banquet,3.9,4.0,363,0,Desserts,C G Road, Ahmedabad,Dal Fry [400 grams],,14,185.0
Captain Chick,3.0,4.2,9,844,Fast Food,Jhotwara, Jaipur,Fry Day Wrap,,5,160.0
Express By ABs,,3.8,0,112,Biryani,Malakpet, Hyderabad,Mutton Rogan Josh & Tikka Rice Bowl,,0,279.0
McDonald's,3.6,4.0,0,0,Beverages,Star Mall, Mumbai,McSpicy Chicken Burger + McChicken Burger + Fries (M),BESTSELLER,40,363.81
New Paul Dhaba Veggie Hub,3.9,4.0,447,0,Pizza,Maniktala, Kolkata,Paneer Pasinda,,12,207.0
Sijis Pizza Street,3.8,4.1,41,0,Fast Food,Edappally, Kochi,Chicken Nuggets [6 Pieces],,7,153.0
Brown Sugar,4.1,4.2,0,0,Beverages,Axis Mall, Jaipur,Fresh Lime Water,,0,100.0
The Hazelnut Factory,4.3,4.4,780,0,Bakery,Nirala Nagar, Lucknow,Hazelnut Praline Cake [500 grams],CHEF'S SPECIAL,8,673.72
Ohh Taco,,3.3,0,37,Shake,Gopalpura, Jaipur,Chicken Masala Burger,,0,169.0
A2B - Adyar Ananda Bhavan,3.4,4.1,6,0,Beverages,Shanti Nagar, Bangalore,Garlic Pickle [400 Gm],,0,209.82
Babal Da Punjabi Dabha,4.4,4.2,405,0,Beverages,Egmore, Chennai,Butter Naan,BESTSELLER,303,70.0
Harishankar Veg Restro,3.8,4.0,273,0,Beverages,Raja Park, Jaipur,Gobhi Paratha Combo,,0,180.0
The Garam Chulha,,4.1,0,878,Chinese,Aliganj, Lucknow,Honey Chilli Mushroom,,0,169.0
Sodhani Sweets And Namkeen,3.7,4.3,8,0,Street Food,Gopalpura, Jaipur,Dal Kachori,,507,19.04
Samriddhi Thali,,4.0,0,452,Pizza,Tatibandh, Raipur,Desi Style Veg Masala Fried Rice,,0,120.0
MOJO Pizza - 2X Toppings,,4.3,0,0,Beverages,Bund Garden Road, Pune,"VEG Regular 7"" Make Your Own Pizza",,0,275.0
Pai Brothers Fast Food,4.1,4.2,528,0,Street Food,MG Road, Kochi,Podi Onion Masala Dosa,,0,130.0
